15,15,20,20,15,20,15,20,15,20,15,20,15,15,15,15,20,20,20,15,15,15,15,15,15,20,15,20,20,20,20,15,15,20,15,15,20,20,20,20,20,20,15,15,20,15,15,20,15,15,15,15,15,20,20,15,20,20,20,15,15,20,15,15,20,20,20,15,20,20,20,20,15,20,15
20,20,15,15,20,20,15,20,20,15,20,20,15,15,15,20,15,20,15,20,20,20,15,20,15,20,15,15,15,15,15,20,20,15,20,20,15,20,20,20,20,20,20,15,20,15,15,20,15,15,15,20,15,20,15,20,15,15,15,20,15,20,20,20,20,15,15,15,20,20,20,20,20,15,15
15,15,20,15,15,20,20,15,20,15,20,20,15,15,20,15,15,20,15,15,20,20,20,20,20,15,15,20,15,15,20,20,15,20,20,20,15,20,20,20,20,20,15,15,20,15,20,15,15,15,20,15,15,20,15,20,15,15,20,15,15,15,20,20,20,15,15,15,20,20,20,15,20,15,20
15,15,20,15,15,20,20,15,20,15,20,20,20,20,20,15,20,20,20,15,15,20,15,20,15,15,15,20,20,20,20,20,20,15,15,20,15,15,20,20,15,15,15,15,20,20,15,15,20,20,20,20,15,20,20,20,15,15,15,15,20,20,15,15,15,15,15,15,20,20,20,15,15,15,20
15,15,15,15,15,15,15,15,15,20,15,20,15,15,20,15,20,15,15,15,15,15,15,20,20,20,20,20,20,15,20,20,20,20,20,15,20,15,15,15,15,20,20,20,15,20,15,15,15,15,15,15,15,15,15,20,20,15,15,20,20,15,15,20,15,20,15,20,20,15,20,15,20,20,15
15,20,20,20,20,15,15,20,20,15,15,15,20,15,20,20,15,15,20,15,20,15,15,20,20,15,15,15,20,20,15,20,20,15,15,20,20,20,15,20,20,15,15,15,20,20,15,15,20,20,15,15,20,15,20,15,15,20,15,20,20,20,15,15,15,15,20,15,20,20,15,15,15,20,15
20,20,20,15,15,20,20,20,15,15,20,15,15,20,20,15,15,15,20,20,20,15,20,20,20,15,15,20,15,20,15,20,20,15,15,20,15,20,15,15,20,15,20,15,15,20,20,15,15,20,20,15,20,20,20,20,15,20,20,20,15,15,15,15,20,15,20,15,15,20,20,15,15,15,15
15,20,20,20,20,15,20,15,15,20,6,6,6,6,6,6,6,6,6,6,6,6,6,20,15,20,15,15,15,20,20,20,15,15,20,6,6,6,6,6,6,15,20,15,15,20,15,15,15,15,15,20,20,15,15,20,20,20,15,15,15,15,15,20,15,15,15,20,20,20,15,15,20,20,20
15,20,20,20,20,20,15,15,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,15,20,15,15,15,20,20,15,20,15,20,15,20,20,20,20,15,20,20,20,15,15,20,15,20,15,15,15,20,20,20,20,20
20,20,15,20,15,20,15,20,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,15,15,15,20,15,20,20,20,20,20,20,15,20,20,20,20,15,20,20,15,15,20,15,20,15,20,20,15,20,15,20,15
20,20,20,20,20,20,15,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,15,20,15,20,20,20,20,20,20,20,15,20,15,20,15,15,20,15,20,15,20,15,20,15,20,15,15,15,20,20,20,15
15,15,20,20,15,20,20,20,20,6,6,6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,6,6,15,15,15,15,20,20,15,15,20,15,15,15,15,15,20,15,20,20,15,15,15,20,15,15,20,15,20,20,20,15,15,20,15
15,15,15,20,15,20,15,20,20,6,6,6,5,21,22,22,22,22,21,21,21,22,21,21,21,22,21,22,22,22,1,23,25,25,25,25,7,6,6,6,6,6,20,15,15,15,20,20,20,15,15,20,18,18,18,18,18,18,18,18,18,18,18,18,18,20,15,20,20,15,15,20,15,20,15
15,15,15,15,20,20,20,15,15,6,6,6,5,1,22,21,22,21,1,21,1,1,0,1,1,1,1,1,1,1,1,25,26,26,26,23,7,6,6,6,6,6,20,20,15,20,20,20,20,15,20,16,21,21,21,21,22,21,21,22,22,21,22,21,22,14,20,20,15,15,20,20,20,15,15
20,15,15,20,20,20,20,20,20,6,6,6,5,22,22,21,22,21,1,21,21,22,22,21,21,1,1,1,1,1,1,26,26,26,26,23,7,6,6,6,6,6,15,15,15,15,15,20,18,18,18,1,21,21,21,21,21,22,22,21,21,22,21,22,21,14,15,15,20,15,20,15,20,15,15
